date,ninsee,no2,o3,pm10
13/04/2018,91471,31,42,22
13/04/2018,91473,17,40,14
13/04/2018,91477,35,42,22
13/04/2018,91479,39,40,25
13/04/2018,91482,16,41,17
13/04/2018,91494,37,40,19
13/04/2018,91495,10,39,19
13/04/2018,91507,10,40,10
13/04/2018,91508,14,40,12
13/04/2018,91511,9,39,19
13/04/2018,91514,38,39,20
13/04/2018,91519,10,39,19
13/04/2018,91521,43,40,20
13/04/2018,91525,11,40,17
13/04/2018,91526,10,40,12
13/04/2018,91533,10,40,15
13/04/2018,91534,33,42,22
13/04/2018,91538,28,42,20
13/04/2018,91540,16,40,17
13/04/2018,91544,10,40,14
13/04/2018,91546,12,40,17
13/04/2018,91547,9,39,20
13/04/2018,91549,38,40,20
13/04/2018,91552,29,41,19
13/04/2018,91553,42,39,19
13/04/2018,91556,11,39,17
13/04/2018,91560,28,42,20
13/04/2018,91568,19,41,17
13/04/2018,91570,36,40,20
13/04/2018,91573,41,38,19
13/04/2018,91577,40,38,17
13/04/2018,91578,18,40,17
13/04/2018,91579,29,40,15
13/04/2018,91581,22,40,17
13/04/2018,91587,36,41,22
13/04/2018,91589,38,40,22
13/04/2018,91593,13,40,17
13/04/2018,91599,27,39,14
13/04/2018,91600,43,39,22
13/04/2018,91602,16,40,17
13/04/2018,91613,9,39,19
13/04/2018,91617,41,39,20
13/04/2018,91619,21,40,15
13/04/2018,91629,15,40,12
13/04/2018,91630,16,40,17
13/04/2018,91631,37,39,20
13/04/2018,91634,19,41,19
13/04/2018,91635,34,41,22
13/04/2018,91639,18,40,12
13/04/2018,91645,37,41,24
13/04/2018,91648,39,40,19
13/04/2018,91649,33,40,17
13/04/2018,91654,23,40,14
13/04/2018,91657,38,40,24
13/04/2018,91659,40,39,17
13/04/2018,91661,35,42,22
13/04/2018,91662,14,40,17
13/04/2018,91665,34,41,20
13/04/2018,91666,33,42,22
13/04/2018,91667,37,40,20
13/04/2018,91671,18,40,14
13/04/2018,91679,28,42,20
13/04/2018,91685,35,41,20
13/04/2018,91687,39,40,22
13/04/2018,91689,39,41,25
13/04/2018,91691,36,40,24
13/04/2018,91692,30,42,20
13/04/2018,92002,40,41,25
13/04/2018,92004,52,40,30
13/04/2018,92007,44,40,27
13/04/2018,92009,48,39,30
13/04/2018,92012,37,39,27
13/04/2018,92014,41,40,25
13/04/2018,92019,38,40,24
13/04/2018,92020,40,40,25
13/04/2018,92022,36,40,25
13/04/2018,92023,38,40,24
13/04/2018,92024,52,40,30
13/04/2018,92025,47,39,30
13/04/2018,92026,47,39,30
13/04/2018,92032,40,40,25
13/04/2018,92033,36,39,27
13/04/2018,92035,44,39,30
13/04/2018,92036,52,40,30
13/04/2018,92040,37,39,25
13/04/2018,92044,51,39,30
13/04/2018,92046,41,39,25
13/04/2018,92047,35,40,25
13/04/2018,92048,36,40,25
13/04/2018,92049,45,40,27
13/04/2018,92050,40,39,30
13/04/2018,92051,48,38,30
13/04/2018,92060,38,40,24
13/04/2018,92062,40,39,30
13/04/2018,92063,37,39,29
13/04/2018,92064,37,39,27
13/04/2018,92071,40,40,25
13/04/2018,92072,36,40,25
13/04/2018,92073,39,39,30
13/04/2018,92075,41,39,25
13/04/2018,92076,35,40,27
13/04/2018,92077,35,40,25
13/04/2018,92078,51,40,30
13/04/2018,93001,53,41,30
13/04/2018,93005,42,43,30
13/04/2018,93006,51,40,30
13/04/2018,93007,44,42,30
13/04/2018,93008,51,42,30
13/04/2018,93010,45,42,30
13/04/2018,93013,48,42,30
13/04/2018,93014,40,43,29
13/04/2018,93015,38,43,27
13/04/2018,93027,51,41,30
13/04/2018,93029,50,42,30
13/04/2018,93030,46,42,30
13/04/2018,93031,48,40,30
13/04/2018,93032,40,43,29
13/04/2018,93033,40,43,27
13/04/2018,93039,51,40,30
13/04/2018,93045,51,40,30
13/04/2018,93046,40,43,29
13/04/2018,93047,39,43,27
13/04/2018,93048,51,41,30
13/04/2018,93049,41,42,29
13/04/2018,93050,40,43,27
13/04/2018,93051,40,42,27
13/04/2018,93053,48,42,30
13/04/2018,93055,52,41,30
13/04/2018,93057,42,43,29
13/04/2018,93059,47,41,30
13/04/2018,93061,52,40,30
13/04/2018,93062,40,43,29
13/04/2018,93063,50,41,30
13/04/2018,93064,45,42,29
13/04/2018,93066,53,41,30
13/04/2018,93070,53,40,30
13/04/2018,93071,39,43,29
13/04/2018,93072,47,41,30
13/04/2018,93073,36,43,29
13/04/2018,93074,37,43,27
13/04/2018,93077,42,43,29
13/04/2018,93078,37,43,29
13/04/2018,93079,46,41,30
13/04/2018,94001,38,40,25
13/04/2018,94002,47,40,29
13/04/2018,94003,45,40,27
13/04/2018,94004,38,40,25
13/04/2018,94011,40,40,27
13/04/2018,94015,39,41,27
13/04/2018,94016,44,40,27
13/04/2018,94017,41,41,29
13/04/2018,94018,49,40,30
13/04/2018,94019,39,41,27
13/04/2018,94021,42,40,27
13/04/2018,94022,42,40,29
13/04/2018,94028,44,40,29
13/04/2018,94033,46,41,29
13/04/2018,94034,40,40,25
13/04/2018,94037,48,40,29
13/04/2018,94038,43,40,27
13/04/2018,94041,50,40,29
13/04/2018,94042,44,40,29
13/04/2018,94043,49,40,29
13/04/2018,94044,39,40,27
13/04/2018,94046,48,40,30
13/04/2018,94047,36,39,22
13/04/2018,94048,37,40,24
13/04/2018,94052,43,41,29
13/04/2018,94053,38,40,25
13/04/2018,94054,40,40,27
13/04/2018,94055,38,40,25
13/04/2018,94056,36,39,22
13/04/2018,94058,41,41,29
13/04/2018,94059,40,41,27
13/04/2018,94060,39,41,25
13/04/2018,94065,40,40,25
13/04/2018,94067,50,40,30
13/04/2018,94068,42,40,29
13/04/2018,94069,49,40,30
13/04/2018,94070,38,40,24
13/04/2018,94071,38,40,27
13/04/2018,94073,42,40,27
13/04/2018,94074,41,40,27
13/04/2018,94075,37,40,24
13/04/2018,94076,47,40,29
13/04/2018,94077,39,40,27
13/04/2018,94078,41,40,27
13/04/2018,94079,40,41,27
13/04/2018,94080,49,40,30
13/04/2018,94081,47,40,29
13/04/2018,95002,23,38,30
13/04/2018,95008,23,34,25
13/04/2018,95011,17,33,27
13/04/2018,95012,19,34,27
13/04/2018,95014,37,42,29
13/04/2018,95018,45,40,30
13/04/2018,95019,38,42,30
13/04/2018,95023,16,43,29
13/04/2018,95024,22,34,25
13/04/2018,95026,22,45,27
13/04/2018,95028,29,44,29
13/04/2018,95039,26,42,30
13/04/2018,95040,22,35,27
13/04/2018,95042,28,43,29
13/04/2018,95046,19,34,27
13/04/2018,95051,34,41,30
13/04/2018,95052,21,44,29
13/04/2018,95054,17,35,27
13/04/2018,95055,25,44,27
13/04/2018,95056,25,44,27
13/04/2018,95058,19,44,29
13/04/2018,95059,14,42,29
13/04/2018,95060,30,42,30
13/04/2018,95061,29,43,29
13/04/2018,95063,39,39,30
13/04/2018,95074,27,39,29
13/04/2018,95078,24,40,30
13/04/2018,95088,42,42,30
13/04/2018,95091,31,43,29
13/04/2018,95094,31,43,29
13/04/2018,95101,17,33,27
13/04/2018,95102,18,40,29
13/04/2018,95110,17,37,29
13/04/2018,95116,20,44,27
13/04/2018,95119,14,33,27
13/04/2018,95120,25,42,29
13/04/2018,95127,28,40,30
13/04/2018,95134,20,44,29
13/04/2018,95139,14,33,27
13/04/2018,95141,17,34,27
13/04/2018,95142,17,38,29
13/04/2018,95144,26,44,27
13/04/2018,95149,23,44,27
13/04/2018,95150,20,34,27
13/04/2018,95151,31,43,29
13/04/2018,95154,26,43,27
13/04/2018,95157,21,34,25
13/04/2018,95166,18,35,27
13/04/2018,95169,19,35,27
13/04/2018,95170,26,37,29
13/04/2018,95176,37,40,30
13/04/2018,95177,21,40,30
13/04/2018,95181,24,39,30
13/04/2018,95183,27,39,30
13/04/2018,95197,44,41,30
13/04/2018,95199,35,43,29
13/04/2018,95203,40,41,30
13/04/2018,95205,34,43,29
13/04/2018,95210,44,41,30
13/04/2018,95211,25,41,30
13/04/2018,95212,28,43,27
13/04/2018,95213,21,41,30
13/04/2018,95214,25,44,27
13/04/2018,95218,29,41,30
13/04/2018,95219,39,41,30
13/04/2018,95229,32,43,29
13/04/2018,95241,29,43,29
13/04/2018,95250,23,44,25
13/04/2018,95252,37,41,30
13/04/2018,95253,24,33,27
13/04/2018,95254,19,39,29
13/04/2018,95256,29,42,30
13/04/2018,95257,34,40,30
13/04/2018,95258,18,43,29
13/04/2018,95259,21,34,27
13/04/2018,95268,43,42,30
13/04/2018,95270,20,34,27
13/04/2018,95271,23,40,30
13/04/2018,95277,40,43,30
13/04/2018,95280,31,43,29
13/04/2018,95282,20,35,27
13/04/2018,95287,20,40,30
13/04/2018,95288,40,42,30
13/04/2018,95295,19,35,27
13/04/2018,95298,15,41,29
13/04/2018,95301,21,34,25
13/04/2018,95303,15,39,29
13/04/2018,95304,18,43,29
13/04/2018,95306,33,41,30
13/04/2018,95308,23,42,30
13/04/2018,95309,17,34,27
13/04/2018,95313,24,43,29
13/04/2018,95316,25,44,27
13/04/2018,95323,28,40,30
13/04/2018,95328,20,42,30
13/04/2018,95331,24,44,27
13/04/2018,95341,23,41,30
13/04/2018,95348,25,37,29
13/04/2018,95351,28,43,27
13/04/2018,95352,24,44,27
13/04/2018,95353,26,44,29
13/04/2018,95355,17,35,27
13/04/2018,95365,27,44,27
13/04/2018,95369,37,42,29
13/04/2018,95370,18,39,29
13/04/2018,95371,25,44,27
13/04/2018,95379,21,34,27
13/04/2018,95387,17,42,29
13/04/2018,95388,27,38,29
13/04/2018,95392,27,43,29
13/04/2018,95394,29,42,30
13/04/2018,95395,29,44,29
13/04/2018,95409,29,43,29
13/04/2018,95422,23,39,30
13/04/2018,95424,34,41,30
13/04/2018,95426,35,42,29
13/04/2018,95427,44,41,30
13/04/2018,95428,42,42,30
13/04/2018,95429,15,33,27
13/04/2018,95430,27,43,29
13/04/2018,95436,21,44,29
13/04/2018,95438,18,36,29
13/04/2018,95445,25,44,29
13/04/2018,95446,22,43,30
13/04/2018,95447,14,39,29
13/04/2018,95450,28,40,30
13/04/2018,95452,21,44,29
13/04/2018,95456,21,44,27
13/04/2018,95459,17,35,27
13/04/2018,95462,18,33,27
13/04/2018,95476,25,41,30
13/04/2018,95480,23,43,29
13/04/2018,95483,20,36,29
13/04/2018,95487,19,44,29
13/04/2018,95488,31,41,30
13/04/2018,95489,35,43,29
13/04/2018,95491,35,41,30
13/04/2018,95492,30,43,29
13/04/2018,95493,25,44,27
13/04/2018,95500,28,41,30
13/04/2018,95504,24,44,29
13/04/2018,95509,26,44,27
13/04/2018,95510,25,40,30
13/04/2018,95523,20,35,25
13/04/2018,95527,33,43,29
13/04/2018,95529,17,44,29
13/04/2018,95535,26,38,29
13/04/2018,95539,38,42,29
13/04/2018,95541,13,34,29
13/04/2018,95543,24,35,25
13/04/2018,95554,16,34,27
13/04/2018,95555,44,40,30
13/04/2018,95563,34,42,30
13/04/2018,95566,25,45,27
13/04/2018,95572,29,41,30
13/04/2018,95574,36,42,30
13/04/2018,95580,24,43,25
13/04/2018,95582,42,40,30
13/04/2018,95584,19,38,29
13/04/2018,95585,41,43,30
13/04/2018,95592,26,35,27
13/04/2018,95594,23,44,27
13/04/2018,95598,42,41,30
13/04/2018,95604,23,43,25
13/04/2018,95607,33,42,30
13/04/2018,95610,22,35,27
13/04/2018,95611,17,41,29
13/04/2018,95612,32,43,29
13/04/2018,95625,21,38,29
13/04/2018,95627,20,42,30
13/04/2018,95628,24,43,29
13/04/2018,95633,32,43,29
13/04/2018,95637,27,40,30
13/04/2018,95641,25,43,25
13/04/2018,95651,25,35,25
13/04/2018,95652,23,44,27
13/04/2018,95656,24,35,25
13/04/2018,95658,23,36,29
13/04/2018,95660,26,44,27
13/04/2018,95675,27,43,27
13/04/2018,95676,22,34,25
13/04/2018,95678,28,43,29
13/04/2018,95680,36,43,30
13/04/2018,95682,27,44,27
13/04/2018,95690,21,34,27
14/04/2018,0,51,36,31
14/04/2018,75,51,33,29
14/04/2018,77,29,38,25
14/04/2018,78,33,36,31
14/04/2018,91,35,36,23
14/04/2018,92,45,35,31
14/04/2018,93,51,35,31
14/04/2018,94,42,35,25
14/04/2018,95,38,34,31
14/04/2018,75101,46,30,25
14/04/2018,75102,48,30,27
14/04/2018,75103,47,31,25
14/04/2018,75104,47,31,25
14/04/2018,75105,45,32,24
14/04/2018,75106,44,32,24
14/04/2018,75107,44,31,25
14/04/2018,75108,47,30,29
14/04/2018,75109,48,31,29
14/04/2018,75110,49,31,29
14/04/2018,75111,48,32,27
14/04/2018,75112,45,33,25
14/04/2018,75113,43,34,25
14/04/2018,75114,41,33,24
14/04/2018,75115,40,32,25
14/04/2018,75116,43,32,29
14/04/2018,75117,47,31,30
14/04/2018,75118,51,32,30
14/04/2018,75119,51,32,30
14/04/2018,75120,48,33,27
14/04/2018,77001,9,38,10
14/04/2018,77002,13,36,14
14/04/2018,77003,8,38,10
14/04/2018,77004,17,35,14
14/04/2018,77005,26,36,20
14/04/2018,77006,12,37,12
14/04/2018,77007,15,36,14
14/04/2018,77008,12,37,15
14/04/2018,77009,8,38,12
14/04/2018,77010,15,36,14
14/04/2018,77011,8,38,12
14/04/2018,77012,11,36,14
14/04/2018,77013,13,37,15
14/04/2018,77014,10,37,12
14/04/2018,77015,11,37,12
14/04/2018,77016,7,38,12
14/04/2018,77018,19,36,17
14/04/2018,77019,11,38,12
14/04/2018,77020,12,36,14
14/04/2018,77021,10,38,10
14/04/2018,77022,15,36,12
14/04/2018,77023,14,37,19
14/04/2018,77024,11,37,14
14/04/2018,77025,11,38,12
14/04/2018,77026,11,36,12
14/04/2018,77027,10,38,10
14/04/2018,77028,13,37,15
14/04/2018,77029,15,36,14
14/04/2018,77030,11,37,14
14/04/2018,77031,14,36,14
14/04/2018,77032,12,36,14
14/04/2018,77033,11,36,14
14/04/2018,77034,16,36,14
14/04/2018,77035,9,38,10
14/04/2018,77036,12,36,14
14/04/2018,77037,15,36,12
14/04/2018,77038,18,35,14
14/04/2018,77039,20,35,14
14/04/2018,77040,20,36,14
14/04/2018,77041,9,37,10
14/04/2018,77042,13,37,15
14/04/2018,77043,11,37,14
14/04/2018,77044,14,36,14
14/04/2018,77045,8,38,12
14/04/2018,77046,8,37,10
14/04/2018,77047,14,37,15
14/04/2018,77048,6,38,12
14/04/2018,77049,13,37,17
14/04/2018,77050,9,38,10
14/04/2018,77051,11,37,12
14/04/2018,77052,14,36,12
14/04/2018,77053,25,36,17
14/04/2018,77054,9,38,10
14/04/2018,77055,27,36,20
14/04/2018,77056,7,38,10
14/04/2018,77057,11,37,14
14/04/2018,77058,27,36,19
14/04/2018,77059,28,36,19
14/04/2018,77060,8,37,10
14/04/2018,77061,9,38,12
14/04/2018,77062,24,36,19
14/04/2018,77063,13,37,15
14/04/2018,77065,16,36,12
14/04/2018,77066,11,36,14
14/04/2018,77067,22,35,15
14/04/2018,77068,11,37,12
14/04/2018,77069,16,36,12
14/04/2018,77070,13,37,15
14/04/2018,77071,9,38,10
14/04/2018,77072,11,36,12
14/04/2018,77073,11,37,12
14/04/2018,77075,20,37,17
14/04/2018,77076,11,37,12
14/04/2018,77077,14,37,19
14/04/2018,77078,12,37,15
14/04/2018,77079,9,38,12
14/04/2018,77080,11,36,14
14/04/2018,77081,18,35,15
14/04/2018,77082,16,35,14
14/04/2018,77083,29,35,20
14/04/2018,77084,12,37,15
14/04/2018,77085,23,36,19
14/04/2018,77086,15,36,12
14/04/2018,77087,14,36,14
14/04/2018,77088,8,38,12
14/04/2018,77089,12,37,12
14/04/2018,77090,12,36,14
14/04/2018,77091,17,36,15
14/04/2018,77093,11,36,14
14/04/2018,77094,20,37,19
14/04/2018,77095,22,37,20
14/04/2018,77096,16,36,12
14/04/2018,77097,11,36,14
14/04/2018,77098,12,36,14
14/04/2018,77099,9,38,10
14/04/2018,77100,15,36,12
14/04/2018,77101,11,38,12
14/04/2018,77102,7,38,12
14/04/2018,77103,15,36,12
14/04/2018,77104,18,36,15
14/04/2018,77106,13,37,14
14/04/2018,77107,16,36,14
14/04/2018,77108,28,36,22
14/04/2018,77109,12,36,14
14/04/2018,77110,9,38,12
14/04/2018,77111,21,36,17
14/04/2018,77112,7,38,12
14/04/2018,77113,13,36,14
14/04/2018,77114,24,36,17
14/04/2018,77115,9,38,10
14/04/2018,77116,13,37,14
14/04/2018,77117,11,37,14
14/04/2018,77118,27,36,20
14/04/2018,77119,14,36,14
14/04/2018,77120,11,37,15
14/04/2018,77121,27,36,19
14/04/2018,77122,26,36,17
14/04/2018,77123,24,36,22
14/04/2018,77124,24,36,19
14/04/2018,77125,17,37,17
14/04/2018,77126,12,37,17
14/04/2018,77127,21,36,15
14/04/2018,77128,15,37,15
14/04/2018,77129,11,36,15
14/04/2018,77130,13,37,15
14/04/2018,77131,13,37,15
14/04/2018,77132,19,37,17
14/04/2018,77133,10,38,12
14/04/2018,77134,11,36,14
14/04/2018,77135,14,36,14
14/04/2018,77136,19,36,15
14/04/2018,77137,11,36,14
14/04/2018,77138,14,36,14
14/04/2018,77139,28,35,22
14/04/2018,77140,11,37,12
14/04/2018,77141,16,36,15
14/04/2018,77142,14,37,15
14/04/2018,77143,15,37,17
14/04/2018,77144,14,36,15
14/04/2018,77145,18,35,14
14/04/2018,77146,29,36,19
14/04/2018,77147,13,36,14
14/04/2018,77148,11,37,17
14/04/2018,77149,12,36,14
14/04/2018,77150,18,37,20
14/04/2018,77151,13,36,14
14/04/2018,77152,18,36,14
14/04/2018,77153,21,36,24
14/04/2018,77154,14,36,15
14/04/2018,77155,23,36,19
14/04/2018,77156,6,38,12
14/04/2018,77157,11,37,15
14/04/2018,77158,9,38,10
14/04/2018,77159,11,37,12
14/04/2018,77161,8,38,10
14/04/2018,77162,13,37,15
14/04/2018,77163,13,37,19
14/04/2018,77164,11,37,12
14/04/2018,77165,13,36,12
14/04/2018,77166,8,38,12
14/04/2018,77167,11,38,12
14/04/2018,77168,9,38,10
14/04/2018,77169,30,36,20
14/04/2018,77170,7,38,12
14/04/2018,77171,18,37,17
14/04/2018,77172,9,38,10
14/04/2018,77173,13,37,19
14/04/2018,77174,11,37,12
14/04/2018,77175,24,36,17
14/04/2018,77176,13,36,15
14/04/2018,77177,22,36,17
14/04/2018,77178,7,38,12
14/04/2018,77179,12,37,12
14/04/2018,77180,25,36,17
14/04/2018,77181,26,36,17
14/04/2018,77182,11,37,14
14/04/2018,77183,12,37,15
14/04/2018,77184,8,38,10
14/04/2018,77185,16,36,12
14/04/2018,77186,16,38,12
14/04/2018,77187,11,37,12
14/04/2018,77188,15,36,12
14/04/2018,77190,12,36,12
14/04/2018,77191,14,36,12
14/04/2018,77192,16,36,14
14/04/2018,77193,15,37,20
14/04/2018,77194,10,38,12
14/04/2018,77195,17,35,14
14/04/2018,77196,23,36,20
14/04/2018,77197,12,36,14
14/04/2018,77198,8,38,10
14/04/2018,77199,13,37,17
14/04/2018,77200,7,38,12
14/04/2018,77201,14,36,14
14/04/2018,77202,6,38,12
14/04/2018,77203,12,37,17
14/04/2018,77204,10,36,15
14/04/2018,77205,16,37,19
14/04/2018,77206,12,37,15
14/04/2018,77207,9,38,10
14/04/2018,77208,11,37,12
14/04/2018,77209,26,36,19
14/04/2018,77210,9,38,12
14/04/2018,77211,14,36,14
14/04/2018,77212,11,38,12
14/04/2018,77214,25,36,20
14/04/2018,77215,23,36,17
14/04/2018,77216,6,38,12
14/04/2018,77217,23,36,17
14/04/2018,77218,11,37,12
14/04/2018,77219,13,37,15
14/04/2018,77220,7,38,12
14/04/2018,77221,25,36,19
14/04/2018,77222,16,36,14
14/04/2018,77223,11,37,12
14/04/2018,77224,13,36,15
14/04/2018,77225,12,37,15
14/04/2018,77226,12,37,12
14/04/2018,77227,11,37,12
14/04/2018,77228,11,37,14
14/04/2018,77229,16,36,15
14/04/2018,77230,8,38,10
14/04/2018,77231,12,37,17
14/04/2018,77232,18,37,17
14/04/2018,77233,18,37,19
14/04/2018,77234,23,37,19
14/04/2018,77235,11,37,15
14/04/2018,77236,11,37,12
14/04/2018,77237,21,36,17
14/04/2018,77238,12,37,15
14/04/2018,77239,13,36,14
14/04/2018,77240,11,37,14
14/04/2018,77241,21,36,22
14/04/2018,77242,11,37,12
14/04/2018,77243,26,36,19
14/04/2018,77244,7,38,12
14/04/2018,77245,11,37,12
14/04/2018,77246,11,36,12
14/04/2018,77247,11,36,14
14/04/2018,77248,19,37,17
14/04/2018,77249,27,36,19
14/04/2018,77250,11,36,14
14/04/2018,77251,27,36,17
14/04/2018,77252,22,35,15
14/04/2018,77253,20,35,15
14/04/2018,77254,18,36,15
14/04/2018,77255,16,36,12
14/04/2018,77256,12,37,12
14/04/2018,77257,11,37,17
14/04/2018,77258,30,36,19
14/04/2018,77259,21,36,22
14/04/2018,77260,11,37,12
14/04/2018,77261,8,38,10
14/04/2018,77262,11,36,12
14/04/2018,77263,11,37,12
14/04/2018,77264,14,36,15
14/04/2018,77265,11,37,15
14/04/2018,77266,11,37,12
14/04/2018,77267,7,38,12
14/04/2018,77268,19,36,17
14/04/2018,77269,18,35,14
14/04/2018,77270,12,37,15
14/04/2018,77271,8,38,12
14/04/2018,77272,12,36,14
14/04/2018,77273,18,37,22
14/04/2018,77274,14,37,19
14/04/2018,77275,11,36,14
14/04/2018,77276,15,37,17
14/04/2018,77277,15,36,15
14/04/2018,77278,13,37,14
14/04/2018,77279,10,38,12
14/04/2018,77280,11,37,15
14/04/2018,77281,13,37,15
14/04/2018,77282,26,35,25
14/04/2018,77283,11,37,17
14/04/2018,77284,15,37,17
14/04/2018,77285,19,35,14
14/04/2018,77286,11,37,12
14/04/2018,77287,11,36,14
14/04/2018,77288,20,35,14
14/04/2018,77289,11,36,12
14/04/2018,77290,11,37,15
14/04/2018,77291,25,35,25
14/04/2018,77292,25,36,20
14/04/2018,77293,10,38,10
14/04/2018,77294,28,36,25
14/04/2018,77295,18,35,14
14/04/2018,77296,25,36,17
14/04/2018,77297,9,38,12
14/04/2018,77298,11,37,12
14/04/2018,77299,7,38,12
14/04/2018,77300,12,37,15
14/04/2018,77301,11,36,14
14/04/2018,77302,6,38,12
14/04/2018,77303,10,37,14
14/04/2018,77304,10,36,14
14/04/2018,77305,9,38,12
14/04/2018,77306,21,35,15
14/04/2018,77307,23,36,19
14/04/2018,77308,20,37,22
14/04/2018,77309,17,37,19
14/04/2018,77310,11,38,12
14/04/2018,77311,11,37,12
14/04/2018,77312,7,38,12
14/04/2018,77313,9,38,10
14/04/2018,77314,10,36,14
14/04/2018,77315,18,37,17
14/04/2018,77316,8,38,12
14/04/2018,77317,15,36,14
14/04/2018,77318,15,36,15
14/04/2018,77319,12,36,14
14/04/2018,77320,13,37,15
14/04/2018,77321,11,38,12
14/04/2018,77322,22,35,25
14/04/2018,77323,22,35,24
14/04/2018,77325,11,37,12
14/04/2018,77326,25,36,15
14/04/2018,77327,13,36,14
14/04/2018,77328,9,37,10
14/04/2018,77329,7,38,10
14/04/2018,77330,14,37,17
14/04/2018,77331,10,37,14
14/04/2018,77332,22,36,20
14/04/2018,77333,6,38,12
14/04/2018,77335,18,37,19
14/04/2018,77336,18,36,15
14/04/2018,77337,30,36,20
14/04/2018,77338,8,38,10
14/04/2018,77339,11,37,10
14/04/2018,77340,6,38,12
14/04/2018,77341,11,37,12
14/04/2018,77342,7,38,12
14/04/2018,77343,11,37,15
14/04/2018,77344,16,37,20
14/04/2018,77345,11,37,14
14/04/2018,77347,11,37,12
14/04/2018,77348,6,38,12
14/04/2018,77349,20,36,24
14/04/2018,77350,25,36,17
14/04/2018,77352,18,36,15
14/04/2018,77353,8,38,10
14/04/2018,77354,12,37,12
14/04/2018,77355,11,37,12
14/04/2018,77356,11,37,12
14/04/2018,77357,14,36,14
14/04/2018,77358,15,37,19
14/04/2018,77359,17,36,12
14/04/2018,77360,13,36,15
14/04/2018,77361,12,37,15
14/04/2018,77363,28,36,22
14/04/2018,77364,19,37,20
14/04/2018,77365,13,36,15
14/04/2018,77366,17,37,19
14/04/2018,77367,11,37,17
14/04/2018,77368,12,37,12
14/04/2018,77369,13,37,17
14/04/2018,77370,7,38,12
14/04/2018,77371,12,37,15
14/04/2018,77372,27,36,20
14/04/2018,77373,29,36,19
14/04/2018,77374,25,36,17
14/04/2018,77376,21,37,19
14/04/2018,77377,22,36,15
14/04/2018,77378,20,36,14
14/04/2018,77379,11,36,14
14/04/2018,77380,12,37,19
14/04/2018,77381,14,36,14
14/04/2018,77382,15,37,17
14/04/2018,77383,12,36,14
14/04/2018,77384,24,35,15
14/04/2018,77385,12,37,14
14/04/2018,77386,6,38,12
14/04/2018,77387,8,38,10
14/04/2018,77388,12,37,15
14/04/2018,77389,17,36,14
14/04/2018,77390,28,36,19
14/04/2018,77391,11,36,14
14/04/2018,77392,18,36,22
14/04/2018,77393,13,36,14
14/04/2018,77394,19,35,14
14/04/2018,77395,8,38,10
14/04/2018,77396,11,36,14
14/04/2018,77397,11,37,14
14/04/2018,77398,11,37,14
14/04/2018,77399,8,38,10
14/04/2018,77400,13,37,15
14/04/2018,77401,11,37,15
14/04/2018,77402,11,37,14
14/04/2018,77403,11,36,12
14/04/2018,77404,12,37,12
14/04/2018,77405,12,37,14
14/04/2018,77406,13,37,14
14/04/2018,77407,24,36,15
14/04/2018,77408,12,37,15
14/04/2018,77409,10,38,12
14/04/2018,77410,19,35,14
14/04/2018,77411,13,37,15
14/04/2018,77412,17,36,12
14/04/2018,77413,17,37,17
14/04/2018,77414,11,36,14
14/04/2018,77415,12,37,15
14/04/2018,77416,13,36,14
14/04/2018,77417,11,37,14
14/04/2018,77418,12,37,12
14/04/2018,77419,8,38,12
14/04/2018,77420,21,36,22
14/04/2018,77421,11,36,14
14/04/2018,77423,11,36,14
14/04/2018,77424,11,36,14
14/04/2018,77425,14,36,12
14/04/2018,77426,15,36,14
14/04/2018,77427,23,36,20
14/04/2018,77428,14,36,14
14/04/2018,77429,12,37,14
14/04/2018,77430,16,37,20
14/04/2018,77431,6,38,12
14/04/2018,77432,12,37,14
14/04/2018,77433,13,37,15
14/04/2018,77434,11,37,12
14/04/2018,77435,19,36,14
14/04/2018,77436,13,37,14
14/04/2018,77437,18,37,20
14/04/2018,77438,27,36,19
14/04/2018,77439,10,38,12
14/04/2018,77440,12,37,15
14/04/2018,77441,13,37,12
14/04/2018,77442,10,37,12
14/04/2018,77443,12,37,15
14/04/2018,77444,11,36,14
14/04/2018,77445,25,36,15
14/04/2018,77446,12,37,12
14/04/2018,77447,23,36,15
14/04/2018,77448,12,37,15
14/04/2018,77449,20,36,17
14/04/2018,77450,26,36,19
14/04/2018,77451,12,37,15
14/04/2018,77452,11,37,12
14/04/2018,77453,17,36,14
14/04/2018,77454,11,37,12
14/04/2018,77455,21,36,15
14/04/2018,77456,11,37,12
14/04/2018,77457,20,36,15
14/04/2018,77458,8,38,10
14/04/2018,77459,11,36,12
14/04/2018,77460,11,37,15
14/04/2018,77461,11,37,12
14/04/2018,77462,24,36,22
14/04/2018,77463,9,38,12
14/04/2018,77464,25,36,19
14/04/2018,77465,8,38,10
14/04/2018,77466,14,36,15
14/04/2018,77467,10,38,12
14/04/2018,77468,29,36,20
14/04/2018,77469,13,36,15
14/04/2018,77470,21,36,15
14/04/2018,77471,10,37,10
14/04/2018,77472,12,37,14
14/04/2018,77473,7,38,12
14/04/2018,77474,19,37,19
14/04/2018,77475,12,37,17
14/04/2018,77476,12,37,17
14/04/2018,77477,7,38,12
14/04/2018,77478,11,37,15
14/04/2018,77479,29,36,20
14/04/2018,77480,10,37,12
14/04/2018,77481,12,36,14
14/04/2018,77482,8,38,12
14/04/2018,77483,13,37,17
14/04/2018,77484,12,37,15
14/04/2018,77485,9,37,10
