date,ninsee,no2,o3,pm10
02/04/2018,78410,17,32,15
02/04/2018,78413,14,32,14
02/04/2018,78415,14,32,15
02/04/2018,78416,15,33,15
02/04/2018,78417,14,32,14
02/04/2018,78418,19,31,17
02/04/2018,78420,11,33,14
02/04/2018,78423,13,34,15
02/04/2018,78431,16,33,15
02/04/2018,78437,17,31,14
02/04/2018,78439,13,32,14
02/04/2018,78440,16,33,17
02/04/2018,78442,12,33,14
02/04/2018,78443,12,33,14
02/04/2018,78444,15,32,14
02/04/2018,78451,15,32,15
02/04/2018,78455,14,33,15
02/04/2018,78460,15,33,15
02/04/2018,78464,14,33,14
02/04/2018,78465,13,32,14
02/04/2018,78466,16,33,15
02/04/2018,78470,13,33,14
02/04/2018,78472,12,33,15
02/04/2018,78474,13,32,14
02/04/2018,78475,13,32,14
02/04/2018,78478,12,32,15
02/04/2018,78481,17,32,17
02/04/2018,78484,17,32,14
02/04/2018,78486,11,33,14
02/04/2018,78490,13,33,15
02/04/2018,78497,11,33,14
02/04/2018,78498,17,33,17
02/04/2018,78499,14,33,14
02/04/2018,78501,16,32,15
02/04/2018,78502,16,32,17
02/04/2018,78503,15,32,14
02/04/2018,78505,13,32,14
02/04/2018,78506,14,33,15
02/04/2018,78513,11,33,14
02/04/2018,78516,11,33,14
02/04/2018,78517,13,33,14
02/04/2018,78518,14,33,15
02/04/2018,78520,12,32,14
02/04/2018,78522,14,33,15
02/04/2018,78524,15,33,17
02/04/2018,78528,17,31,14
02/04/2018,78530,15,32,14
02/04/2018,78531,18,31,14
02/04/2018,78536,16,32,15
02/04/2018,78537,15,33,14
02/04/2018,78545,13,33,17
02/04/2018,78548,12,34,15
02/04/2018,78550,13,33,15
02/04/2018,78551,21,32,17
02/04/2018,78557,12,33,14
02/04/2018,78558,15,32,14
02/04/2018,78559,14,32,14
02/04/2018,78561,12,34,15
02/04/2018,78562,11,33,14
02/04/2018,78564,14,33,15
02/04/2018,78565,13,32,14
02/04/2018,78567,18,32,15
02/04/2018,78569,14,33,15
02/04/2018,78571,15,33,15
02/04/2018,78575,14,34,17
02/04/2018,78576,11,33,14
02/04/2018,78586,23,30,17
02/04/2018,78588,13,32,14
02/04/2018,78590,13,34,15
02/04/2018,78591,14,32,14
02/04/2018,78597,17,32,15
02/04/2018,78601,15,33,14
02/04/2018,78605,12,32,14
02/04/2018,78606,11,33,14
02/04/2018,78608,15,32,14
02/04/2018,78609,16,33,17
02/04/2018,78615,14,33,15
02/04/2018,78616,13,32,15
02/04/2018,78618,13,32,14
02/04/2018,78620,15,34,17
02/04/2018,78621,12,33,15
02/04/2018,78623,12,33,14
02/04/2018,78624,17,33,17
02/04/2018,78638,17,33,17
02/04/2018,78640,19,33,19
02/04/2018,78642,17,33,17
02/04/2018,78643,17,33,17
02/04/2018,78644,12,33,15
02/04/2018,78646,15,34,17
02/04/2018,78647,16,32,15
02/04/2018,78650,18,31,17
02/04/2018,78653,12,32,14
02/04/2018,78655,13,33,14
02/04/2018,78668,16,32,14
02/04/2018,78672,16,33,17
02/04/2018,78674,14,33,15
02/04/2018,78677,15,32,14
02/04/2018,78681,13,32,14
02/04/2018,78683,12,33,14
02/04/2018,78686,16,33,17
02/04/2018,78688,13,34,15
02/04/2018,91001,10,30,15
02/04/2018,91016,10,31,15
02/04/2018,91017,14,34,15
02/04/2018,91021,18,34,19
02/04/2018,91022,10,30,15
02/04/2018,91027,23,34,20
02/04/2018,91035,11,33,15
02/04/2018,91037,18,33,17
02/04/2018,91038,14,33,15
02/04/2018,91041,17,34,17
02/04/2018,91044,21,34,19
02/04/2018,91045,18,33,17
02/04/2018,91047,16,33,17
02/04/2018,91064,19,34,19
02/04/2018,91067,10,30,15
02/04/2018,91069,10,30,15
02/04/2018,91075,11,30,15
02/04/2018,91079,11,31,15
02/04/2018,91080,14,33,15
02/04/2018,91081,12,33,15
02/04/2018,91085,16,34,17
02/04/2018,91086,22,34,19
02/04/2018,91093,13,34,15
02/04/2018,91095,16,33,17
02/04/2018,91097,18,33,19
02/04/2018,91098,10,33,15
02/04/2018,91099,14,32,15
02/04/2018,91100,13,32,15
02/04/2018,91103,20,34,19
02/04/2018,91105,16,34,17
02/04/2018,91106,15,34,17
02/04/2018,91109,12,33,15
02/04/2018,91111,15,34,17
02/04/2018,91112,10,30,15
02/04/2018,91114,18,34,19
02/04/2018,91115,17,34,17
02/04/2018,91121,11,31,15
02/04/2018,91122,16,35,17
02/04/2018,91129,16,33,17
02/04/2018,91130,10,32,15
02/04/2018,91131,10,31,15
02/04/2018,91132,15,33,15
02/04/2018,91135,17,33,17
02/04/2018,91136,21,34,19
02/04/2018,91137,10,30,15
02/04/2018,91145,12,33,15
02/04/2018,91148,14,33,15
02/04/2018,91156,17,34,17
02/04/2018,91159,19,34,17
02/04/2018,91161,23,34,20
02/04/2018,91174,21,34,19
02/04/2018,91175,13,33,15
02/04/2018,91179,20,34,19
02/04/2018,91180,14,33,17
02/04/2018,91182,22,34,19
02/04/2018,91184,13,32,15
02/04/2018,91186,15,34,17
02/04/2018,91191,19,34,19
02/04/2018,91195,15,33,17
02/04/2018,91198,14,33,15
02/04/2018,91200,14,33,15
02/04/2018,91201,21,34,19
02/04/2018,91204,21,34,19
02/04/2018,91207,17,34,17
02/04/2018,91215,18,34,19
02/04/2018,91216,21,34,19
02/04/2018,91222,10,30,15
02/04/2018,91223,12,32,15
02/04/2018,91225,21,34,19
02/04/2018,91226,14,33,15
02/04/2018,91228,22,34,19
02/04/2018,91232,15,33,17
02/04/2018,91235,21,34,19
02/04/2018,91240,10,30,15
02/04/2018,91243,17,34,17
02/04/2018,91244,19,34,17
02/04/2018,91247,10,33,15
02/04/2018,91248,11,30,15
02/04/2018,91249,15,34,17
02/04/2018,91272,16,34,17
02/04/2018,91273,11,30,15
02/04/2018,91274,15,34,17
02/04/2018,91275,15,35,17
02/04/2018,91284,12,33,15
02/04/2018,91286,22,34,19
02/04/2018,91292,17,34,17
02/04/2018,91293,15,33,15
02/04/2018,91294,10,31,15
02/04/2018,91312,19,33,19
02/04/2018,91315,18,33,17
02/04/2018,91318,16,33,17
02/04/2018,91319,16,34,17
02/04/2018,91326,22,34,20
02/04/2018,91330,17,33,17
02/04/2018,91332,19,34,19
02/04/2018,91333,19,34,19
02/04/2018,91338,14,34,17
02/04/2018,91339,19,34,19
02/04/2018,91340,22,34,19
02/04/2018,91345,21,34,19
02/04/2018,91347,20,34,19
02/04/2018,91359,12,31,15
02/04/2018,91363,18,34,19
02/04/2018,91374,10,30,15
02/04/2018,91376,18,34,17
02/04/2018,91377,23,34,19
02/04/2018,91378,15,33,17
02/04/2018,91386,20,34,19
02/04/2018,91390,10,31,15
02/04/2018,91393,10,32,15
02/04/2018,91399,10,30,15
02/04/2018,91405,12,33,15
02/04/2018,91408,14,32,15
02/04/2018,91411,14,34,15
02/04/2018,91412,16,33,17
02/04/2018,91414,10,31,15
02/04/2018,91421,19,34,19
02/04/2018,91425,19,34,19
02/04/2018,91432,23,34,20
02/04/2018,91433,13,33,15
02/04/2018,91434,21,34,19
02/04/2018,91435,20,34,19
02/04/2018,91441,17,33,17
02/04/2018,91457,18,34,19
02/04/2018,91458,19,34,19
02/04/2018,91461,18,34,19
02/04/2018,91463,11,32,15
02/04/2018,91468,20,34,19
02/04/2018,91469,11,31,15
02/04/2018,91471,18,34,19
02/04/2018,91473,13,32,15
02/04/2018,91477,20,34,19
02/04/2018,91479,25,34,20
02/04/2018,91482,14,34,15
02/04/2018,91494,21,34,19
02/04/2018,91495,11,32,15
02/04/2018,91507,10,30,15
02/04/2018,91508,12,31,15
02/04/2018,91511,10,31,15
02/04/2018,91514,19,34,19
02/04/2018,91519,11,33,15
02/04/2018,91521,22,34,19
02/04/2018,91525,13,33,15
02/04/2018,91526,10,30,15
02/04/2018,91533,10,31,15
02/04/2018,91534,17,34,19
02/04/2018,91538,15,34,17
02/04/2018,91540,14,34,15
02/04/2018,91544,10,30,15
02/04/2018,91546,14,33,15
02/04/2018,91547,11,32,15
02/04/2018,91549,21,34,19
02/04/2018,91552,18,34,19
02/04/2018,91553,21,34,19
02/04/2018,91556,11,32,15
02/04/2018,91560,17,34,19
02/04/2018,91568,15,34,17
02/04/2018,91570,20,34,19
02/04/2018,91573,20,34,19
02/04/2018,91577,20,34,19
02/04/2018,91578,15,34,17
02/04/2018,91579,18,34,17
02/04/2018,91581,16,34,17
02/04/2018,91587,21,34,19
02/04/2018,91589,22,34,19
02/04/2018,91593,14,33,15
02/04/2018,91599,16,33,17
02/04/2018,91600,21,34,19
02/04/2018,91602,14,33,15
02/04/2018,91613,10,31,15
02/04/2018,91617,20,34,19
02/04/2018,91619,16,33,17
02/04/2018,91629,12,31,15
02/04/2018,91630,14,34,15
02/04/2018,91631,18,33,19
02/04/2018,91634,15,34,17
02/04/2018,91635,18,34,19
02/04/2018,91639,13,32,15
02/04/2018,91645,22,33,19
02/04/2018,91648,21,34,19
02/04/2018,91649,19,34,17
02/04/2018,91654,15,33,17
02/04/2018,91657,21,34,20
02/04/2018,91659,21,34,19
02/04/2018,91661,20,34,19
02/04/2018,91662,13,33,15
02/04/2018,91665,20,34,19
02/04/2018,91666,19,34,19
02/04/2018,91667,21,34,19
02/04/2018,91671,14,33,15
02/04/2018,91679,15,34,17
02/04/2018,91685,20,34,19
02/04/2018,91687,21,34,19
02/04/2018,91689,25,33,20
02/04/2018,91691,18,34,19
02/04/2018,91692,17,34,19
02/04/2018,92002,25,33,20
02/04/2018,92004,30,29,19
02/04/2018,92007,26,32,19
02/04/2018,92009,27,28,19
02/04/2018,92012,23,30,17
02/04/2018,92014,26,32,20
02/04/2018,92019,23,33,19
02/04/2018,92020,25,31,19
02/04/2018,92022,18,32,17
02/04/2018,92023,23,33,19
02/04/2018,92024,31,28,19
02/04/2018,92025,27,29,19
02/04/2018,92026,27,29,19
02/04/2018,92032,24,32,19
02/04/2018,92033,19,31,17
02/04/2018,92035,24,29,19
02/04/2018,92036,29,29,19
02/04/2018,92040,23,31,19
02/04/2018,92044,31,28,19
02/04/2018,92046,25,30,19
02/04/2018,92047,17,32,17
02/04/2018,92048,21,33,19
02/04/2018,92049,26,30,19
02/04/2018,92050,21,30,17
02/04/2018,92051,31,28,19
02/04/2018,92060,22,32,19
02/04/2018,92062,22,29,19
02/04/2018,92063,19,31,17
02/04/2018,92064,20,31,17
02/04/2018,92071,25,32,20
02/04/2018,92072,20,32,17
02/04/2018,92073,21,30,17
02/04/2018,92075,25,30,19
02/04/2018,92076,17,32,17
02/04/2018,92077,17,33,17
02/04/2018,92078,29,29,19
02/04/2018,93001,27,30,19
02/04/2018,93005,26,31,20
02/04/2018,93006,26,30,19
02/04/2018,93007,26,30,19
02/04/2018,93008,25,31,17
02/04/2018,93010,21,32,17
02/04/2018,93013,26,30,19
02/04/2018,93014,18,31,20
02/04/2018,93015,16,31,20
02/04/2018,93027,28,30,19
02/04/2018,93029,25,30,19
02/04/2018,93030,28,30,19
02/04/2018,93031,28,29,19
02/04/2018,93032,18,32,19
02/04/2018,93033,17,31,17
02/04/2018,93039,29,29,19
02/04/2018,93045,25,30,17
02/04/2018,93046,19,32,20
02/04/2018,93047,17,32,20
02/04/2018,93048,26,31,19
02/04/2018,93049,19,32,17
02/04/2018,93050,17,32,17
02/04/2018,93051,17,32,17
02/04/2018,93053,22,31,17
02/04/2018,93055,26,30,17
02/04/2018,93057,20,31,19
02/04/2018,93059,29,30,19
02/04/2018,93061,26,30,19
02/04/2018,93062,18,32,19
02/04/2018,93063,24,30,17
02/04/2018,93064,21,32,17
02/04/2018,93066,29,29,19
02/04/2018,93070,31,29,19
02/04/2018,93071,20,31,22
02/04/2018,93072,29,30,19
02/04/2018,93073,22,31,22
02/04/2018,93074,16,31,22
02/04/2018,93077,19,32,17
02/04/2018,93078,23,30,22
02/04/2018,93079,28,29,19
02/04/2018,94001,22,33,20
02/04/2018,94002,25,32,20
02/04/2018,94003,27,31,20
02/04/2018,94004,19,33,19
02/04/2018,94011,19,33,19
02/04/2018,94015,17,31,17
02/04/2018,94016,27,32,20
02/04/2018,94017,19,31,17
02/04/2018,94018,26,31,19
02/04/2018,94019,17,32,17
02/04/2018,94021,28,33,20
02/04/2018,94022,26,33,20
02/04/2018,94028,24,32,20
02/04/2018,94033,22,31,17
02/04/2018,94034,26,33,20
02/04/2018,94037,27,30,20
02/04/2018,94038,28,32,20
02/04/2018,94041,27,31,20
02/04/2018,94042,21,31,19
02/04/2018,94043,27,31,20
02/04/2018,94044,20,33,19
02/04/2018,94046,25,31,19
02/04/2018,94047,18,33,19
02/04/2018,94048,17,33,19
02/04/2018,94052,20,31,17
02/04/2018,94053,17,32,17
02/04/2018,94054,25,33,20
02/04/2018,94055,17,32,17
02/04/2018,94056,18,33,19
02/04/2018,94058,18,32,17
02/04/2018,94059,17,31,17
02/04/2018,94060,17,32,17
02/04/2018,94065,26,33,20
02/04/2018,94067,26,30,19
02/04/2018,94068,20,32,19
02/04/2018,94069,26,31,19
02/04/2018,94070,17,33,19
02/04/2018,94071,19,32,19
02/04/2018,94073,28,33,20
02/04/2018,94074,22,33,20
02/04/2018,94075,18,33,19
02/04/2018,94076,28,32,20
02/04/2018,94077,24,33,20
02/04/2018,94078,23,34,20
02/04/2018,94079,16,31,17
02/04/2018,94080,24,31,17
02/04/2018,94081,29,32,20
02/04/2018,95002,16,33,17
02/04/2018,95008,16,32,15
02/04/2018,95011,14,32,15
02/04/2018,95012,16,32,15
02/04/2018,95014,27,30,19
02/04/2018,95018,27,30,19
02/04/2018,95019,31,30,19
02/04/2018,95023,14,33,19
02/04/2018,95024,15,32,15
02/04/2018,95026,21,32,20
02/04/2018,95028,26,32,19
02/04/2018,95039,20,33,19
02/04/2018,95040,15,33,17
02/04/2018,95042,25,32,19
02/04/2018,95046,14,33,15
02/04/2018,95051,23,31,19
02/04/2018,95052,19,32,19
02/04/2018,95054,12,33,17
02/04/2018,95055,24,32,20
02/04/2018,95056,24,32,19
02/04/2018,95058,17,32,19
02/04/2018,95059,12,33,19
02/04/2018,95060,22,32,19
02/04/2018,95061,23,32,19
02/04/2018,95063,23,30,17
02/04/2018,95074,17,33,17
02/04/2018,95078,17,33,19
02/04/2018,95088,30,30,19
02/04/2018,95091,25,31,19
02/04/2018,95094,29,31,20
02/04/2018,95101,14,32,15
02/04/2018,95102,14,33,19
02/04/2018,95110,13,33,17
02/04/2018,95116,19,32,19
02/04/2018,95119,12,32,15
02/04/2018,95120,20,32,19
02/04/2018,95127,18,33,17
02/04/2018,95134,18,32,19
02/04/2018,95139,12,32,15
02/04/2018,95141,13,32,15
02/04/2018,95142,13,33,17
02/04/2018,95144,25,31,20
02/04/2018,95149,21,32,20
02/04/2018,95150,15,32,15
02/04/2018,95151,24,32,19
02/04/2018,95154,22,31,22
02/04/2018,95157,16,32,15
02/04/2018,95166,13,33,17
02/04/2018,95169,13,33,17
02/04/2018,95170,16,33,17
02/04/2018,95176,24,31,19
02/04/2018,95177,15,33,19
02/04/2018,95181,16,33,17
02/04/2018,95183,17,33,17
02/04/2018,95197,28,30,19
02/04/2018,95199,27,31,19
02/04/2018,95203,27,30,19
02/04/2018,95205,29,31,19
02/04/2018,95210,28,30,19
02/04/2018,95211,18,33,19
02/04/2018,95212,23,31,22
02/04/2018,95213,16,33,19
02/04/2018,95214,24,32,20
02/04/2018,95218,20,33,17
02/04/2018,95219,26,30,19
02/04/2018,95229,27,31,19
02/04/2018,95241,28,31,20
02/04/2018,95250,22,32,20
02/04/2018,95252,25,30,19
02/04/2018,95253,15,33,17
02/04/2018,95254,14,33,17
02/04/2018,95256,22,32,19
02/04/2018,95257,22,31,17
02/04/2018,95258,15,33,19
02/04/2018,95259,14,33,17
02/04/2018,95268,30,30,19
02/04/2018,95270,15,32,15
02/04/2018,95271,17,33,19
02/04/2018,95277,32,30,20
02/04/2018,95280,29,31,20
02/04/2018,95282,14,33,17
02/04/2018,95287,15,33,19
02/04/2018,95288,29,30,19
02/04/2018,95295,14,33,17
02/04/2018,95298,13,33,19
02/04/2018,95301,16,32,14
02/04/2018,95303,12,33,17
02/04/2018,95304,15,32,19
02/04/2018,95306,22,32,17
02/04/2018,95308,18,33,19
02/04/2018,95309,14,32,15
02/04/2018,95313,20,32,19
02/04/2018,95316,24,31,20
02/04/2018,95323,18,33,17
02/04/2018,95328,16,33,19
02/04/2018,95331,23,32,20
02/04/2018,95341,17,33,19
02/04/2018,95348,15,33,17
02/04/2018,95351,26,31,20
02/04/2018,95352,23,32,20
02/04/2018,95353,24,32,19
02/04/2018,95355,13,33,15
02/04/2018,95365,26,31,20
02/04/2018,95369,27,30,19
02/04/2018,95370,13,33,17
02/04/2018,95371,23,32,20
02/04/2018,95379,15,32,15
02/04/2018,95387,14,33,19
02/04/2018,95388,17,33,17
02/04/2018,95392,21,32,19
02/04/2018,95394,21,32,19
02/04/2018,95395,27,31,19
02/04/2018,95409,26,31,19
02/04/2018,95422,16,33,17
02/04/2018,95424,23,31,19
02/04/2018,95426,26,30,19
02/04/2018,95427,29,30,19
02/04/2018,95428,28,30,19
02/04/2018,95429,13,32,15
02/04/2018,95430,24,32,19
02/04/2018,95436,19,32,19
02/04/2018,95438,13,33,17
02/04/2018,95445,22,32,19
02/04/2018,95446,18,33,19
02/04/2018,95447,12,33,17
02/04/2018,95450,18,33,17
02/04/2018,95452,19,32,19
02/04/2018,95456,20,32,19
02/04/2018,95459,12,33,17
02/04/2018,95462,14,32,15
02/04/2018,95476,18,33,19
02/04/2018,95480,19,32,19
02/04/2018,95483,14,33,17
02/04/2018,95487,17,32,19
02/04/2018,95488,22,32,19
02/04/2018,95489,28,30,19
02/04/2018,95491,25,30,19
02/04/2018,95492,28,31,20
02/04/2018,95493,24,32,20
02/04/2018,95500,19,33,19
02/04/2018,95504,21,32,19
02/04/2018,95509,24,31,20
02/04/2018,95510,17,33,17
02/04/2018,95523,16,32,14
02/04/2018,95527,25,31,22
02/04/2018,95529,15,32,19
02/04/2018,95535,16,33,17
02/04/2018,95539,29,30,19
02/04/2018,95541,12,32,15
02/04/2018,95543,16,32,15
02/04/2018,95554,13,32,15
02/04/2018,95555,27,30,19
02/04/2018,95563,25,31,19
02/04/2018,95566,23,32,19
02/04/2018,95572,21,33,19
02/04/2018,95574,26,31,19
02/04/2018,95580,21,32,20
02/04/2018,95582,27,30,19
02/04/2018,95584,14,33,17
02/04/2018,95585,30,30,19
02/04/2018,95592,15,33,17
02/04/2018,95594,21,32,19
02/04/2018,95598,27,30,19
02/04/2018,95604,20,32,20
02/04/2018,95607,24,31,19
02/04/2018,95610,15,33,17
02/04/2018,95611,14,33,19
02/04/2018,95612,30,30,20
02/04/2018,95625,15,33,17
02/04/2018,95627,16,33,19
02/04/2018,95628,19,32,19
02/04/2018,95633,30,30,20
02/04/2018,95637,17,33,17
02/04/2018,95641,21,32,22
02/04/2018,95651,17,32,15
02/04/2018,95652,22,32,19
02/04/2018,95656,17,32,15
02/04/2018,95658,15,33,17
02/04/2018,95660,24,32,19
02/04/2018,95675,23,31,20
02/04/2018,95676,16,32,15
02/04/2018,95678,22,32,19
02/04/2018,95680,31,30,20
02/04/2018,95682,25,31,19
02/04/2018,95690,15,33,15
03/04/2018,0,36,36,20
03/04/2018,75,34,28,20
03/04/2018,77,26,36,18
03/04/2018,78,23,37,16
03/04/2018,91,20,37,20
03/04/2018,92,34,30,20
03/04/2018,93,36,30,20
03/04/2018,94,29,30,20
03/04/2018,95,30,35,18
03/04/2018,75101,30,26,19
03/04/2018,75102,30,27,19
03/04/2018,75103,31,27,19
03/04/2018,75104,31,27,19
03/04/2018,75105,30,27,19
03/04/2018,75106,30,27,19
03/04/2018,75107,30,26,19
03/04/2018,75108,32,26,19
03/04/2018,75109,30,27,19
03/04/2018,75110,31,28,19
03/04/2018,75111,31,28,19
03/04/2018,75112,31,28,19
03/04/2018,75113,31,28,19
03/04/2018,75114,29,28,19
03/04/2018,75115,28,28,19
03/04/2018,75116,35,27,19
03/04/2018,75117,33,28,19
03/04/2018,75118,32,29,19
03/04/2018,75119,35,29,19
03/04/2018,75120,31,28,19
03/04/2018,77001,7,37,14
03/04/2018,77002,13,36,15
03/04/2018,77003,7,37,14
03/04/2018,77004,17,33,15
03/04/2018,77005,22,32,19
03/04/2018,77006,10,36,14
03/04/2018,77007,16,33,15
03/04/2018,77008,12,34,15
03/04/2018,77009,8,37,14
03/04/2018,77010,16,34,15
03/04/2018,77011,8,37,14
03/04/2018,77012,11,36,15
03/04/2018,77013,13,35,15
03/04/2018,77014,9,35,14
03/04/2018,77015,10,36,15
03/04/2018,77016,7,37,14
03/04/2018,77018,19,33,17
03/04/2018,77019,11,37,15
03/04/2018,77020,12,36,15
03/04/2018,77021,10,37,15
03/04/2018,77022,12,35,14
03/04/2018,77023,14,34,17
03/04/2018,77024,11,35,15
03/04/2018,77025,11,36,15
03/04/2018,77026,11,36,15
03/04/2018,77027,10,37,14
03/04/2018,77028,14,35,15
03/04/2018,77029,16,33,15
03/04/2018,77030,11,36,15
03/04/2018,77031,16,34,15
03/04/2018,77032,11,36,15
03/04/2018,77033,11,36,15
03/04/2018,77034,17,33,15
03/04/2018,77035,9,37,15
03/04/2018,77036,11,36,15
03/04/2018,77037,14,34,14
03/04/2018,77038,17,33,14
03/04/2018,77039,17,33,15
03/04/2018,77040,16,34,14
03/04/2018,77041,8,37,12
03/04/2018,77042,13,36,15
03/04/2018,77043,11,35,15
03/04/2018,77044,16,34,14
03/04/2018,77045,8,37,14
03/04/2018,77046,8,37,12
03/04/2018,77047,15,34,17
03/04/2018,77048,5,37,14
03/04/2018,77049,14,34,17
03/04/2018,77050,9,37,14
03/04/2018,77051,11,36,15
03/04/2018,77052,15,34,14
03/04/2018,77053,20,31,17
03/04/2018,77054,10,37,15
03/04/2018,77055,24,30,19
03/04/2018,77056,7,37,14
03/04/2018,77057,11,35,15
03/04/2018,77058,24,31,19
03/04/2018,77059,25,30,19
03/04/2018,77060,8,37,12
03/04/2018,77061,10,37,14
03/04/2018,77062,21,31,19
03/04/2018,77063,14,35,15
03/04/2018,77065,12,35,14
03/04/2018,77066,11,36,15
03/04/2018,77067,18,33,15
03/04/2018,77068,12,36,15
03/04/2018,77069,14,34,14
03/04/2018,77070,13,36,15
03/04/2018,77071,8,37,14
03/04/2018,77072,11,36,15
03/04/2018,77073,11,36,15
03/04/2018,77075,19,32,17
03/04/2018,77076,11,36,15
03/04/2018,77077,14,34,17
03/04/2018,77078,11,35,15
03/04/2018,77079,10,36,14
03/04/2018,77080,11,36,15
03/04/2018,77081,18,32,15
03/04/2018,77082,17,33,15
03/04/2018,77083,25,29,19
03/04/2018,77084,12,35,15
03/04/2018,77085,21,31,19
03/04/2018,77086,15,34,14
03/04/2018,77087,15,35,15
03/04/2018,77088,7,37,14
03/04/2018,77089,13,35,14
03/04/2018,77090,12,36,15
03/04/2018,77091,17,33,15
03/04/2018,77093,11,36,15
03/04/2018,77094,18,33,17
03/04/2018,77095,19,33,17
03/04/2018,77096,15,33,14
03/04/2018,77097,11,36,15
03/04/2018,77098,13,35,15
03/04/2018,77099,9,37,14
03/04/2018,77100,15,34,14
03/04/2018,77101,11,36,15
03/04/2018,77102,6,37,14
03/04/2018,77103,16,33,14
03/04/2018,77104,18,33,15
03/04/2018,77106,12,36,15
03/04/2018,77107,17,33,15
03/04/2018,77108,25,30,19
03/04/2018,77109,13,36,15
03/04/2018,77110,9,37,14
03/04/2018,77111,20,32,17
03/04/2018,77112,6,37,14
03/04/2018,77113,12,36,15
03/04/2018,77114,21,31,17
03/04/2018,77115,9,37,15
03/04/2018,77116,12,36,15
03/04/2018,77117,11,35,15
03/04/2018,77118,22,32,19
03/04/2018,77119,14,35,15
03/04/2018,77120,11,35,15
03/04/2018,77121,24,30,19
03/04/2018,77122,18,32,17
03/04/2018,77123,21,31,17
03/04/2018,77124,22,31,19
03/04/2018,77125,17,33,17
03/04/2018,77126,12,34,15
03/04/2018,77127,19,32,17
03/04/2018,77128,16,34,17
03/04/2018,77129,10,34,15
03/04/2018,77130,14,34,15
03/04/2018,77131,13,35,15
03/04/2018,77132,19,33,17
03/04/2018,77133,11,36,15
03/04/2018,77134,11,36,15
03/04/2018,77135,15,34,15
03/04/2018,77136,18,32,15
03/04/2018,77137,11,36,15
03/04/2018,77138,16,33,15
03/04/2018,77139,24,30,19
03/04/2018,77140,12,36,14
03/04/2018,77141,17,33,17
03/04/2018,77142,15,34,17
03/04/2018,77143,14,34,17
03/04/2018,77144,16,34,15
03/04/2018,77145,18,33,15
03/04/2018,77146,25,30,19
03/04/2018,77147,14,35,15
03/04/2018,77148,11,34,15
03/04/2018,77149,12,36,15
03/04/2018,77150,16,34,17
03/04/2018,77151,13,36,15
03/04/2018,77152,17,33,14
03/04/2018,77153,19,33,17
03/04/2018,77154,16,34,15
03/04/2018,77155,21,32,19
03/04/2018,77156,6,37,14
03/04/2018,77157,11,35,15
03/04/2018,77158,9,37,15
03/04/2018,77159,12,36,15
03/04/2018,77161,8,37,14
03/04/2018,77162,12,35,15
03/04/2018,77163,12,34,17
03/04/2018,77164,12,35,14
03/04/2018,77165,13,35,14
03/04/2018,77166,9,37,14
03/04/2018,77167,11,36,15
03/04/2018,77168,9,37,15
03/04/2018,77169,25,29,19
03/04/2018,77170,7,37,14
03/04/2018,77171,17,33,17
03/04/2018,77172,9,37,14
03/04/2018,77173,12,34,17
03/04/2018,77174,11,36,15
03/04/2018,77175,19,32,17
03/04/2018,77176,14,35,15
03/04/2018,77177,21,32,17
03/04/2018,77178,6,37,14
03/04/2018,77179,12,35,14
03/04/2018,77180,21,30,17
03/04/2018,77181,23,30,19
03/04/2018,77182,11,36,15
03/04/2018,77183,12,35,15
03/04/2018,77184,8,37,14
03/04/2018,77185,12,35,14
03/04/2018,77186,15,37,14
03/04/2018,77187,10,36,15
03/04/2018,77188,14,35,14
03/04/2018,77190,13,35,14
03/04/2018,77191,14,35,14
03/04/2018,77192,17,33,15
03/04/2018,77193,14,34,17
03/04/2018,77194,11,36,14
03/04/2018,77195,17,33,15
03/04/2018,77196,20,32,17
03/04/2018,77197,12,36,15
03/04/2018,77198,7,37,14
03/04/2018,77199,13,34,15
03/04/2018,77200,7,37,14
03/04/2018,77201,15,35,15
03/04/2018,77202,6,37,14
03/04/2018,77203,13,34,15
03/04/2018,77204,10,34,15
03/04/2018,77205,14,34,17
03/04/2018,77206,13,35,15
03/04/2018,77207,9,37,14
03/04/2018,77208,11,36,15
03/04/2018,77209,23,30,19
03/04/2018,77210,10,36,14
03/04/2018,77211,15,35,15
03/04/2018,77212,11,37,15
03/04/2018,77214,21,31,17
03/04/2018,77215,21,31,17
03/04/2018,77216,5,37,14
03/04/2018,77217,19,31,17
03/04/2018,77218,11,36,15
03/04/2018,77219,15,35,15
03/04/2018,77220,6,37,14
03/04/2018,77221,23,30,19
03/04/2018,77222,17,33,15
03/04/2018,77223,12,36,15
03/04/2018,77224,15,34,15
03/04/2018,77225,13,35,15
03/04/2018,77226,11,35,14
03/04/2018,77227,11,36,15
03/04/2018,77228,10,35,15
03/04/2018,77229,17,33,15
03/04/2018,77230,7,37,14
03/04/2018,77231,12,34,15
03/04/2018,77232,17,33,17
03/04/2018,77233,16,34,17
03/04/2018,77234,20,33,17
03/04/2018,77235,12,35,15
03/04/2018,77236,11,36,15
03/04/2018,77237,20,32,17
03/04/2018,77238,13,35,15
03/04/2018,77239,13,36,15
03/04/2018,77240,11,36,15
03/04/2018,77241,19,33,17
03/04/2018,77242,11,36,15
03/04/2018,77243,23,31,19
03/04/2018,77244,6,37,14
03/04/2018,77245,12,36,14
03/04/2018,77246,11,36,15
03/04/2018,77247,11,36,15
03/04/2018,77248,18,33,17
