Code du Département;Date;Nb actuellement hospitalisés;Nb actuellement en soins intensifs;Total retour à domicile;Total Décès;Code région;Code ISO 3166 de la zone;Nom région;Nom département;Sexe;geo_point_2d;HospConv;SSR_USLD;autres;Nb Quotidien Admis Hospitalisation;Nb Quotidien Admis Réanimation;Nb Quotidien Décès;Nb Quotidien Retour à Domicile
22;2022-02-15;92;5;1011;185;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;71.0;12.0;4.0;;;;
56;2022-02-17;92;6;1724;243;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;66.0;18.0;2.0;;;;
22;2022-02-18;177;3;2191;340;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;126.0;43.0;5.0;10;0;0;14
22;2022-02-19;171;3;2199;340;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;120.0;43.0;5.0;2;0;0;8
35;2022-02-20;191;20;2870;525;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;123.0;45.0;3.0;;;;
35;2022-02-20;206;11;2946;408;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;126.0;65.0;4.0;;;;
22;2022-02-21;72;2;1055;187;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;52.0;14.0;4.0;;;;
29;2022-02-22;309;26;2387;421;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;165.0;99.0;19.0;27;2;2;17
56;2022-02-23;96;6;1756;249;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;61.0;27.0;2.0;;;;
29;2022-02-24;297;24;2438;423;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;162.0;94.0;17.0;25;1;1;29
35;2022-03-01;176;18;2941;537;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;107.0;47.0;4.0;;;;
35;2022-03-01;194;9;3036;417;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;114.0;67.0;4.0;;;;
22;2022-03-09;76;0;1269;168;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443, -2.86206319142;43.0;32.0;1.0;;;;
22;2022-08-03;41;0;1927;245;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;33.0;2.0;6.0;;;;
29;2022-08-03;115;1;2631;258;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;79.0;33.0;2.0;;;;
29;2022-08-05;116;2;2642;259;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;78.0;34.0;2.0;;;;
56;2022-08-07;55;2;2656;322;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;40.0;12.0;1.0;;;;
29;2022-08-08;188;7;5414;662;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;122.0;55.0;4.0;6;2;3;19
35;2022-08-10;237;20;8736;1171;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;183.0;31.0;3.0;11;1;1;13
35;2022-08-12;223;17;8762;1173;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;175.0;29.0;2.0;8;3;2;11
35;2022-08-15;101;16;4308;658;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;72.0;13.0;0.0;;;;
35;2022-07-23;130;8;4173;650;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;108.0;13.0;1.0;;;;
22;2022-07-26;37;2;1898;242;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;28.0;2.0;5.0;;;;
29;2022-07-27;268;12;5204;646;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;196.0;55.0;5.0;27;0;2;28
22;2022-07-28;74;3;4026;466;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;51.0;8.0;12.0;11;0;1;6
35;2022-07-28;268;12;8564;1162;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;211.0;42.0;3.0;16;1;0;16
56;2022-07-31;65;3;2531;418;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;52.0;10.0;0.0;;;;
29;2022-04-01;182;14;1513;292;53;FRA;Bretagne;Finistère;Homme;48.2628706879, -4.05692098846;98.0;58.0;12.0;;;;
29;2022-04-01;171;3;1510;196;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;79.0;82.0;7.0;;;;
29;2022-04-02;170;3;1520;196;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;79.0;81.0;7.0;;;;
35;2022-04-04;171;7;3289;574;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;121.0;42.0;1.0;;;;
56;2022-04-05;182;14;3886;623;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;128.0;38.0;2.0;14;2;1;11
22;2022-04-06;89;3;1351;205;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;65.0;15.0;6.0;;;;
35;2022-04-06;386;19;6781;1031;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;259.0;103.0;5.0;29;1;2;59
29;2022-04-07;173;14;1582;299;53;FRA;Bretagne;Finistère;Homme;48.2628706879, -4.05692098846;82.0;64.0;13.0;;;;
35;2022-06-15;184;12;7930;1124;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;131.0;38.0;3.0;4;0;0;4
35;2022-06-20;98;4;4016;488;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;68.0;24.0;2.0;;;;
29;2022-06-22;96;3;2251;235;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;58.0;33.0;2.0;;;;
35;2022-06-22;99;4;4027;488;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;71.0;22.0;2.0;;;;
35;2022-06-23;99;13;3921;636;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;70.0;15.0;1.0;;;;
22;2022-06-29;71;0;3751;443;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;58.0;4.0;9.0;13;0;0;7
56;2022-07-02;123;5;4806;704;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;98.0;19.0;1.0;10;0;0;14
56;2022-07-08;67;4;2479;308;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;54.0;8.0;1.0;;;;
56;2022-07-09;69;3;2380;397;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;57.0;9.0;0.0;;;;
22;2022-07-11;38;1;1824;234;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;31.0;1.0;5.0;;;;
22;2021-08-28;29;6;630;143;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;21.0;0.0;2.0;;;;
56;2021-08-31;56;8;1110;259;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;26.0;5.0;17.0;;;;
22;2021-09-02;52;7;1345;257;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;37.0;5.0;3.0;7;2;1;5
29;2021-09-03;43;9;651;177;53;FRA;Bretagne;Finistère;Homme;48.2628706879, -4.05692098846;19.0;13.0;2.0;;;;
56;2021-09-03;59;9;1118;259;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;27.0;6.0;17.0;;;;
22;2021-09-05;26;2;705;110;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443, -2.86206319142;18.0;5.0;1.0;;;;
22;2021-09-10;20;3;652;149;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;15.0;0.0;2.0;;;;
22;2021-09-10;28;1;716;110;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443, -2.86206319142;16.0;10.0;1.0;;;;
56;2021-09-14;49;7;1133;262;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;20.0;5.0;17.0;;;;
56;2021-09-17;44;3;1123;189;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;21.0;6.0;14.0;;;;
35;2021-09-18;75;5;1944;411;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;51.0;19.0;0.0;;;;
56;2021-09-20;38;2;1130;190;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;17.0;5.0;14.0;;;;
29;2021-09-23;48;6;1312;287;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;20.0;20.0;2.0;0;0;0;3
22;2022-05-17;80;1;3498;432;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;55.0;18.0;6.0;6;1;1;13
35;2022-05-17;136;3;3880;473;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;83.0;48.0;2.0;;;;
35;2022-05-19;117;14;3790;626;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;86.0;16.0;1.0;;;;
22;2022-05-22;28;1;1671;225;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;17.0;8.0;2.0;;;;
56;2022-05-23;44;3;2315;300;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;25.0;15.0;1.0;;;;
22;2022-05-24;63;1;3565;437;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;42.0;13.0;7.0;17;1;1;16
29;2022-05-24;179;9;4261;583;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;104.0;63.0;3.0;11;1;1;12
29;2022-05-27;85;1;2139;226;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;46.0;36.0;2.0;;;;
35;2022-05-27;95;15;3826;628;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;64.0;15.0;1.0;;;;
22;2022-05-28;23;0;1695;225;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;18.0;3.0;2.0;;;;
29;2022-05-28;82;1;2142;226;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;44.0;35.0;2.0;;;;
35;2022-05-29;97;16;3830;629;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;65.0;15.0;1.0;;;;
35;2022-05-30;97;5;3959;478;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;67.0;23.0;2.0;;;;
35;2022-06-03;88;13;3849;631;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;58.0;16.0;1.0;;;;
56;2022-06-03;81;3;4621;694;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;52.0;25.0;1.0;2;0;0;3
22;2022-08-24;54;1;4218;485;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;38.0;3.0;12.0;3;0;0;4
56;2022-08-25;53;2;2606;423;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;40.0;11.0;0.0;;;;
35;2022-08-28;170;19;8909;1180;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;119.0;30.0;2.0;1;0;0;0
56;2022-08-28;38;1;2725;327;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;24.0;12.0;1.0;;;;
56;2022-09-09;60;3;5452;763;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;41.0;15.0;1.0;2;0;0;1
56;2022-09-09;28;2;2762;330;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;17.0;8.0;1.0;;;;
29;2022-09-04;144;11;5717;688;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;90.0;39.0;4.0;1;0;0;2
56;2022-09-04;35;0;2639;425;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;27.0;8.0;0.0;;;;
22;2022-09-06;18;0;2243;228;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443, -2.86206319142;11.0;1.0;6.0;;;;
29;2022-09-15;71;4;2857;410;53;FRA;Bretagne;Finistère;Homme;48.2628706879, -4.05692098846;47.0;18.0;2.0;;;;
56;2020-10-01;45;0;215;38;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;;;;;;;
35;2020-10-04;67;6;602;101;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;;;;0;0;0;1
22;2020-10-05;9;0;139;16;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443, -2.86206319142;;;;;;;
22;2020-10-06;14;5;257;43;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;;;;0;0;1;0
56;2020-10-07;34;4;254;63;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;;;;;;;
56;2020-10-09;36;4;255;63;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;;;;;;;
22;2020-10-10;13;4;262;43;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;;;;0;0;0;1
35;2020-08-30;34;5;508;89;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;;;;1;0;0;0
22;2020-09-01;3;0;108;24;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;;;;;;;
29;2020-09-03;9;1;198;44;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;;;;0;0;0;0
22;2020-12-07;36;5;223;51;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;;;;;;;
56;2020-07-27;18;1;431;95;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;;;;1;0;1;0
22;2020-07-28;6;0;224;38;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;;;;0;0;0;2
56;2020-07-28;4;0;203;36;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;;;;;;;
35;2020-05-23;50;3;217;43;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;;;;;;;
29;2020-11-19;53;9;185;26;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;;;;;;;
56;2021-05-20;168;18;1927;413;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;86.0;33.0;31.0;2;3;0;6
29;2021-05-23;80;12;1040;256;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;35.0;31.0;2.0;2;1;1;1
35;2021-05-25;154;13;1629;308;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;77.0;59.0;5.0;;;;
35;2021-06-02;113;14;1727;387;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;61.0;36.0;2.0;;;;
35;2021-06-03;238;23;3438;701;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;121.0;88.0;6.0;5;1;1;5
56;2021-06-04;123;12;2010;421;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;52.0;28.0;31.0;2;2;0;1
22;2021-06-05;21;3;643;105;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443, -2.86206319142;10.0;6.0;2.0;;;;
35;2021-06-06;229;25;3458;701;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;112.0;86.0;6.0;5;1;0;3
22;2021-06-07;21;4;644;105;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443, -2.86206319142;9.0;6.0;2.0;;;;
35;2021-06-09;102;15;1745;388;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;54.0;33.0;0.0;;;;
29;2021-10-08;15;0;633;104;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;9.0;6.0;0.0;;;;
35;2021-10-08;69;5;1940;333;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;31.0;31.0;2.0;;;;
22;2021-10-10;22;3;1416;264;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;10.0;6.0;3.0;2;0;0;3
56;2021-10-10;46;5;1156;262;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;16.0;8.0;17.0;;;;
29;2021-10-11;17;1;633;104;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;10.0;6.0;0.0;;;;
29;2021-10-14;43;5;1335;291;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;18.0;18.0;2.0;0;0;0;0
35;2021-10-14;132;7;3959;750;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;77.0;46.0;2.0;0;1;0;4
22;2021-10-15;12;2;672;151;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;7.0;1.0;2.0;;;;
35;2021-10-16;136;5;3964;752;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;82.0;48.0;1.0;6;0;0;4
29;2021-10-18;44;4;1336;293;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;20.0;18.0;2.0;1;0;0;0
29;2021-10-19;30;4;684;186;53;FRA;Bretagne;Finistère;Homme;48.2628706879, -4.05692098846;11.0;13.0;2.0;;;;
56;2021-10-19;39;2;1164;264;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;14.0;6.0;17.0;;;;
56;2021-10-20;37;2;1174;264;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;13.0;5.0;17.0;;;;
56;2021-10-20;30;0;1163;192;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;13.0;2.0;15.0;;;;
22;2021-10-21;30;5;1429;264;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;18.0;4.0;3.0;1;1;0;3
29;2021-10-21;30;2;685;186;53;FRA;Bretagne;Finistère;Homme;48.2628706879, -4.05692098846;12.0;14.0;2.0;;;;
35;2021-10-21;132;8;3975;756;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;77.0;46.0;1.0;2;1;0;3
22;2021-10-23;29;5;1432;264;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;17.0;4.0;3.0;0;0;0;0
22;2022-03-14;67;7;1174;198;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;36.0;20.0;4.0;;;;
35;2022-03-17;162;8;3197;433;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;96.0;56.0;2.0;;;;
56;2022-03-17;83;10;1781;344;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;56.0;17.0;0.0;;;;
35;2022-03-19;286;15;6373;991;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;175.0;92.0;4.0;10;1;0;14
35;2022-03-21;304;14;6389;997;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;193.0;93.0;4.0;17;1;3;10
35;2022-03-22;308;15;6411;998;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;196.0;93.0;4.0;32;1;1;23
56;2022-03-22;91;2;1889;258;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;58.0;29.0;2.0;;;;
29;2022-03-24;152;1;1442;186;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;65.0;82.0;4.0;;;;
56;2022-01-03;67;17;1345;287;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;39.0;10.0;1.0;;;;
29;2021-07-10;33;7;581;170;53;FRA;Bretagne;Finistère;Homme;48.2628706879, -4.05692098846;12.0;12.0;2.0;;;;
29;2021-07-16;16;0;550;92;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;9.0;7.0;0.0;;;;
35;2020-12-22;117;19;688;137;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;;;;;;;
35;2020-12-28;109;17;702;146;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;;;;;;;
56;2020-12-28;66;4;447;75;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;;;;;;;
56;2020-12-29;80;3;464;127;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;;;;;;;
56;2020-12-30;76;3;468;127;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;;;;;;;
22;2021-01-02;31;0;291;46;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443, -2.86206319142;;;;;;;
22;2021-01-03;33;0;251;63;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;;;;;;;
35;2021-06-22;176;16;3529;708;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;84.0;75.0;1.0;0;0;0;3
56;2021-06-22;42;3;997;179;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;13.0;12.0;14.0;;;;
22;2021-06-29;23;2;1252;247;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;9.0;8.0;4.0;1;0;0;1
35;2021-06-29;159;11;3553;709;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;75.0;72.0;1.0;0;0;0;4
56;2021-07-13;76;4;2073;433;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;22.0;19.0;31.0;0;0;0;2
56;2021-07-13;41;3;1052;252;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;11.0;10.0;17.0;;;;
35;2021-07-14;68;5;1796;394;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;43.0;20.0;0.0;;;;
56;2021-07-14;34;2;1010;179;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;10.0;8.0;14.0;;;;
56;2020-08-02;16;0;433;96;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;;;;0;0;0;0
29;2020-08-03;3;0;107;28;53;FRA;Bretagne;Finistère;Homme;48.2628706879, -4.05692098846;;;;;;;
22;2020-08-08;2;0;228;39;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;;;;1;0;0;1
22;2020-08-10;3;0;228;39;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;;;;1;0;0;0
22;2020-08-16;1;0;108;23;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;;;;;;;
22;2020-08-20;1;0;108;23;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;;;;;;;
56;2020-08-22;18;1;442;96;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;;;;0;0;0;0
22;2020-08-23;4;0;122;16;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443, -2.86206319142;;;;;;;
29;2020-08-26;1;0;112;28;53;FRA;Bretagne;Finistère;Homme;48.2628706879, -4.05692098846;;;;;;;
56;2020-08-26;12;1;236;60;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;;;;;;;
29;2020-08-27;6;1;198;44;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;;;;1;1;0;0
56;2021-02-13;146;8;1206;272;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;;;;5;1;1;8
29;2021-02-15;51;3;338;66;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;;;;;;;
22;2021-02-19;60;5;660;130;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;;;;7;1;1;3
35;2021-02-19;217;7;936;227;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;;;;;;;
29;2021-02-20;100;5;727;195;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;;;;2;0;2;7
56;2021-05-08;92;8;909;167;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;55.0;15.0;14.0;;;;
35;2021-05-09;174;28;1595;375;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366, -1.63554809717;104.0;39.0;3.0;;;;
56;2021-05-11;95;15;945;235;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;52.0;11.0;17.0;;;;
22;2021-05-13;82;7;1154;238;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443, -2.86206319142;42.0;30.0;3.0;2;0;1;3
56;2021-05-13;85;5;921;170;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;47.0;19.0;14.0;;;;
35;2021-05-14;179;14;1579;304;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;97.0;63.0;5.0;;;;
56;2021-05-14;90;14;960;236;53;FRA;Bretagne;Morbihan;Homme;47.8441455862, -2.8088066223;52.0;7.0;17.0;;;;
29;2021-05-15;88;15;1017;251;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;41.0;30.0;2.0;2;1;0;3
22;2021-04-06;69;9;401;106;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443, -2.86206319142;51.0;7.0;2.0;;;;
29;2021-04-07;34;6;413;77;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;16.0;12.0;0.0;;;;
56;2021-04-08;95;12;764;146;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;59.0;15.0;9.0;;;;
22;2021-04-12;56;6;496;85;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443, -2.86206319142;42.0;8.0;0.0;;;;
56;2021-06-13;109;9;2031;427;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;42.0;27.0;31.0;1;0;0;1
29;2021-06-14;27;2;528;91;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;14.0;11.0;0.0;;;;
22;2021-06-18;13;2;654;105;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443, -2.86206319142;6.0;3.0;2.0;;;;
29;2021-06-18;60;6;1111;262;53;FRA;Bretagne;Finistère;Tous;48.2628706879, -4.05692098846;27.0;25.0;2.0;0;0;0;3
56;2021-06-19;42;3;997;179;53;FRA;Bretagne;Morbihan;Femme;47.8441455862, -2.8088066223;14.0;11.0;14.0;;;;
35;2021-04-05;183;15;1261;268;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366, -1.63554809717;85.0;79.0;4.0;;;;
29;2020-11-07;41;6;138;25;53;FRA;Bretagne;Finistère;Femme;48.2628706879, -4.05692098846;;;;;;;
35;2020-11-08;269;34;867;145;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366, -1.63554809717;;;;21;3;5;18
56;2020-11-08;175;19;630;134;53;FRA;Bretagne;Morbihan;Tous;47.8441455862, -2.8088066223;;;;8;0;2;3
